100,65,15,65.3195,-13.3052
101,48,36,48.2065,2.8347
102,31,33,31.3835,0.4840
102,52,40,52.8706,5.9633
103,68,17,68.0292,-11.1981
103,57,51,57.6735,14.2387
104,13,48,13.1689,12.1753
105,5,16,5.8791,-12.2709
105,37,10,37.8080,-17.0927
106,42,24,42.3511,-6.2617
106,46,12,46.7825,-15.3452
106,35,22,35.2490,-7.7529
107,89,47,89.1863,11.5754
107,38,44,38.9017,9.1529
107,65,13,65.6196,-14.4345
108,56,39,56.1035,5.0644
108,5,57,5.3101,19.4025
108,74,25,74.7264,-5.6579
109,9,51,9.2059,14.3752
109,72,50,72.8555,13.9620
109,30,28,30.3207,-2.9368
110,36,46,36.6023,10.9500
111,55,45,55.8076,9.8563
112,80,28,80.9868,-3.0076
113,35,31,35.2929,-1.0079
113,37,57,37.2968,19.1122
114,23,23,23.6480,-6.9924
114,14,54,14.6736,17.0783
115,45,46,45.3789,10.3887
115,70,52,70.1948,15.5633
116,25,44,25.2851,8.9973
117,53,55,53.9424,17.2419
117,55,39,55.7841,5.0503
118,25,19,25.0417,-10.0699
118,27,14,27.2638,-13.5461
118,50,15,50.7093,-13.2787
119,43,9,43.0919,-17.2902
119,17,56,17.2112,18.1459
120,52,43,52.9130,8.5267
120,51,34,51.5019,1.3202
120,5,32,5.5027,0.3392
121,15,31,15.9765,-0.5751
121,83,34,83.1066,1.2789
121,24,43,24.7617,8.1061
122,74,47,74.8855,11.6742
122,63,38,63.7024,4.5841
123,6,33,6.2803,1.0485
123,67,36,67.3007,2.7825
123,25,6,25.3222,-19.6701
124,31,15,31.3778,-12.7917
124,54,37,54.2270,4.0110
124,26,33,26.6405,0.3882
125,66,36,66.1345,3.1056
126,74,38,74.6189,4.5055
126,89,46,89.3270,10.7087
126,69,48,69.8437,12.5315
127,33,47,33.7928,11.1843
128,28,39,28.6734,5.0024
128,24,30,24.1461,-1.3480
128,17,50,17.5042,13.7546
129,82,49,82.4945,12.8930
129,58,43,58.0370,8.1139
130,80,24,80.5152,-6.2334
130,15,53,15.0364,16.1032
130,40,50,40.7218,13.8410
131,11,24,11.2778,-5.8055
132,40,12,40.1630,-14.9716
132,77,41,77.0539,6.7637
132,36,42,36.6858,7.9266
133,50,17,50.9745,-11.7828
133,48,49,48.6230,13.1204
134,79,44,79.4742,8.9565
135,71,46,71.1508,10.7625
135,89,13,89.0204,-14.8311
136,54,30,54.9189,-1.2490
136,67,20,67.0582,-9.0807
136,74,58,74.2296,19.4340
137,79,15,79.0325,-12.6776
137,27,57,27.0065,18.7165
137,14,55,14.2325,17.2635
138,79,17,79.7315,-11.1908
138,26,21,26.9071,-8.6546
139,56,47,56.7945,11.1618
139,81,26,81.6738,-4.4566
140,78,14,78.3856,-13.4187
141,52,21,52.9234,-8.6447
141,55,13,55.6513,-14.1274
142,87,50,87.4045,13.9268
142,33,15,33.8067,-12.6339
143,6,28,6.0459,-2.8272
143,72,57,72.2952,18.9043
144,39,54,39.7618,16.6117
145,14,55,14.4292,17.3684
145,71,20,71.6223,-8.8510
146,60,17,60.5626,-11.4458
146,69,44,69.1446,8.8464
147,52,22,52.7671,-7.5264
147,85,18,85.5760,-10.3275
147,14,13,14.4450,-14.4392
148,66,24,66.3993,-5.8624
149,36,26,36.0886,-4.6280
149,43,51,43.6985,14.7063
149,35,22,35.3363,-7.7201
150,75,28,75.0129,-3.2138
151,34,15,34.8155,-12.7395
151,84,13,84.1633,-14.3237
151,59,34,59.3393,1.1589
152,20,40,20.2644,5.9919
152,40,46,40.2666,10.4033
153,43,20,43.9340,-9.3211
154,34,6,34.9787,-19.5763
154,68,51,68.7087,14.4919
155,64,57,64.8803,19.0956
155,54,52,54.6628,15.5290
156,38,22,38.5280,-7.2896
156,85,23,85.6102,-6.8820
157,46,8,46.3576,-18.1342
157,36,18,36.0207,-10.3595
157,9,18,9.8819,-10.9072
158,82,32,82.1012,0.2604
158,85,33,85.9188,0.8516
159,73,43,73.4723,8.4468
159,13,28,13.6659,-3.4080
159,43,19,43.0907,-10.0103
160,26,40,26.7042,5.8552
160,26,34,26.5749,1.3587
161,13,32,13.6750,-0.1926
161,13,44,13.3195,9.1258
162,20,42,20.2774,7.7127
162,85,8,85.7044,-18.4324
162,37,45,37.0105,9.7772
163,80,44,80.0985,8.8449
164,45,14,45.0077,-13.4268
164,15,30,15.8287,-1.8531
164,45,34,45.6268,1.6112
165,51,23,51.9697,-6.8150
166,5,54,5.7339,16.8406
166,85,45,85.5910,9.6928
167,11,36,11.3351,2.6935
167,67,42,67.2421,7.8889
167,88,34,88.6600,1.6953
168,24,12,24.6618,-14.8395
168,43,15,43.3934,-12.8443
169,89,20,89.8125,-9.4916
169,66,41,66.3919,7.1154
170,62,49,62.8499,12.8919
171,26,21,26.1547,-8.5751
171,44,10,44.7232,-17.0681
172,59,57,59.0018,19.3599
172,48,22,48.4549,-7.8380
172,84,57,84.1669,18.9944
173,45,44,45.1542,8.9783
173,36,36,36.4054,2.6886
174,20,40,20.1598,6.1133
175,81,44,81.7417,9.4059
175,36,14,36.0898,-13.9367
175,12,15,12.6021,-12.6446
176,37,26,37.9064,-4.3784
176,42,45,42.8269,9.7674
177,69,33,69.0007,0.7011
177,42,38,42.4449,4.5587
177,35,21,35.6921,-8.0360
178,65,8,65.0906,-18.0775
179,63,37,63.9705,4.0263
180,61,6,61.9876,-19.6157
180,38,23,38.5222,-6.5089
181,62,44,62.0267,9.3488
181,21,19,21.4014,-10.0938
181,85,41,85.5708,6.6786
182,8,42,8.7645,7.5902
183,61,57,61.6741,19.0793
183,8,21,8.3098,-8.3741
183,43,8,43.5583,-18.3084
184,67,12,67.6707,-15.0504
184,35,14,35.9389,-13.3205
184,41,45,41.6334,9.7163
185,43,7,43.9520,-18.8034
185,17,10,17.1071,-16.6353
185,20,23,20.0527,-7.0902
186,83,52,83.4565,15.0821
186,65,40,65.8728,5.9817
186,19,58,19.8612,19.8508
187,69,50,69.7514,13.7695
188,29,54,29.3740,16.5325
188,29,37,29.9254,3.7459
189,59,57,59.7348,18.9968
190,82,31,82.0666,-0.6813
190,66,49,66.3617,12.8605
191,53,16,53.6479,-11.9330
191,10,18,10.1415,-10.7484
192,20,6,20.9729,-19.8890
193,16,24,16.3749,-6.3903
193,15,50,15.6259,13.9543
194,22,23,22.5480,-6.9832
194,56,26,56.3556,-4.5818
194,28,32,28.8896,0.3250
195,28,52,28.5577,14.8594
195,26,43,26.0649,8.0288
195,8,37,8.4608,3.9328
196,35,48,35.4947,12.0536
197,78,10,78.1209,-16.9074
198,73,54,73.6446,16.5619
198,75,29,75.9135,-2.4705
198,21,56,21.1348,18.3796
199,30,25,30.1769,-5.3044
199,46,43,46.1755,8.4216
199,37,57,37.0531,18.7805
200,26,57,26.8506,18.7588
201,8,50,8.1597,13.8670
202,64,58,64.2280,19.6857
203,85,10,85.2922,-16.5910
204,31,47,31.8864,11.7463
204,77,39,77.6794,4.9504
204,16,30,16.0125,-1.2673
205,18,47,18.0486,11.1183
206,75,46,75.3317,10.7488
207,77,25,77.2372,-5.6664
208,14,46,14.2719,10.3680
208,38,58,38.6175,19.9110
208,27,54,27.9140,16.7448
209,27,32,27.2281,-0.2096
209,34,30,34.2668,-1.5135
210,77,32,77.6955,-0.0285
210,88,26,88.9305,-4.8297
211,49,22,49.8538,-7.9492
211,15,17,15.8087,-11.4998
211,59,24,59.5059,-5.9514
212,65,21,65.7865,-8.6022
212,80,57,80.5275,19.3079
212,52,45,52.3668,10.1328
213,31,56,31.1466,18.5044
214,13,7,13.4699,-19.1378
214,30,50,30.0217,13.5457
215,11,36,11.4103,2.8767
215,78,17,78.1851,-11.4044
215,9,11,9.1786,-16.2849
216,42,10,42.5445,-16.9332
216,89,10,89.8177,-16.9165
217,9,49,9.1409,13.2144
218,13,6,13.1389,-19.8334
218,25,41,25.2432,7.2045
218,81,8,81.1272,-17.9289
219,58,23,58.9268,-6.7815
220,75,49,75.3184,13.2740
221,38,22,38.2976,-7.8180
222,87,20,87.2666,-9.0484
222,82,50,82.0874,13.3492
223,24,24,24.2761,-6.2689
223,81,22,81.2507,-7.2671
224,71,22,71.9602,-7.9075
224,37,46,37.9390,10.9586
225,88,23,88.4565,-7.2025
225,33,16,33.0820,-11.8773
226,77,31,77.9393,-1.1179
226,62,29,62.6532,-2.6519
227,49,7,49.6273,-18.9550
227,23,42,23.7871,7.8363
227,55,43,55.6627,8.2441
228,16,32,16.5852,0.2701
228,54,44,54.3195,8.7794
228,77,25,77.9221,-4.9872
229,28,13,28.4426,-14.0903
229,64,20,64.2485,-8.8638
229,70,40,70.4006,6.2681
230,44,10,44.2659,-16.5888
231,56,35,56.1583,1.9245
231,35,8,35.5119,-18.6104
231,12,29,12.1749,-2.4082
232,89,12,89.3186,-15.1758
232,40,10,40.6622,-16.7354
233,54,14,54.4014,-13.6268
233,46,20,46.6601,-9.1436
234,53,27,53.0530,-4.0885
234,88,47,88.2156,11.4170
235,68,34,68.5660,1.2663
235,10,15,10.5129,-12.8827
235,61,57,61.7099,19.1870
236,45,44,45.3616,9.0939
237,53,11,53.8949,-15.7673
238,70,47,70.8378,11.1463
238,61,51,61.0616,14.6441
239,29,17,29.4118,-11.4090
240,47,39,47.9325,5.0318
240,19,55,19.6926,17.5727
240,6,53,6.3420,16.1687
241,80,10,80.3842,-16.9681
241,82,49,82.9414,12.8000
241,41,24,41.1106,-5.9118
242,86,33,86.9688,0.4951
242,22,43,22.4802,8.7493
243,70,53,70.5202,15.8327
243,87,48,87.3187,12.5468
243,14,49,14.2700,12.5783
244,84,40,84.1681,6.2847
244,15,50,15.9999,14.0131
245,17,15,17.4613,-12.7134
245,73,9,73.8108,-17.3272
246,47,50,47.4933,13.5947
246,41,12,41.1604,-15.5531
246,32,49,32.3052,13.0426
247,68,15,68.4827,-13.2312
248,76,23,76.6186,-7.1061
249,63,36,63.2929,3.2300
250,22,27,22.1522,-3.7718
250,49,57,49.4254,19.1596
251,87,33,87.3689,0.8008
251,23,20,23.9691,-8.9805
251,29,28,29.6530,-3.2153
252,42,49,42.9931,12.6690
252,39,32,39.8977,-0.3176
252,47,7,47.3315,-19.1219
253,44,31,44.5599,-0.8886
253,6,29,6.1329,-1.9045
254,33,33,33.4788,1.0949
255,64,9,64.1358,-17.4536
255,29,38,29.6409,4.4339
256,5,24,5.0353,-5.8109
256,60,16,60.5677,-12.1012
256,80,54,80.3851,16.4328
257,79,33,79.7418,0.8720
258,79,39,79.3195,5.5144
258,68,27,68.1649,-3.4954
259,26,30,26.7745,-1.1839
259,7,24,7.2125,-5.7705
260,66,6,66.5371,-19.5272
260,50,9,50.6526,-17.7270
260,72,38,72.4093,4.7406
261,54,36,54.1765,2.7307
262,35,53,35.9310,16.2896
262,23,55,23.7120,17.3478
263,83,35,83.0545,2.2147
263,20,48,20.2335,12.0755
263,25,39,25.1168,5.0357
264,88,16,88.0581,-11.8955
264,37,31,37.9013,-0.4213
265,24,47,24.9155,11.1192
265,74,50,74.1853,13.9916
265,16,6,16.1579,-19.8712
266,60,50,60.4746,13.9857
267,64,12,64.4510,-14.9079
267,66,39,66.1077,5.0849
267,18,46,18.5323,10.9197
268,13,22,13.1508,-7.2901
269,79,55,79.1768,17.4923
269,64,25,64.2138,-5.3716
269,25,45,25.5298,9.5259
270,32,20,32.1321,-9.0436
270,33,18,33.5851,-10.4978
270,66,58,66.0027,19.7870
271,74,18,74.0924,-10.7883
272,41,32,41.6077,-0.3614
273,57,44,57.3062,8.9482
273,8,39,8.4325,5.3658
274,60,13,60.7137,-14.8156
274,34,49,34.9633,12.6969
274,74,22,74.6611,-7.3683
275,67,57,67.9785,18.9720
275,82,33,82.0734,0.6795
276,84,55,84.1126,17.4402
276,37,14,37.5534,-13.6882
277,34,19,34.9256,-10.1700
277,80,16,80.1403,-12.0873
278,85,45,85.8285,9.5860
278,65,21,65.3365,-8.1692
278,37,33,37.7554,0.4482
279,39,35,39.8465,2.0441
279,6,25,6.7505,-5.4594
280,77,17,77.0451,-11.7309
281,58,42,58.5175,7.5105
281,32,25,32.0818,-5.4662
281,56,10,56.8047,-16.4318
282,80,50,80.4426,13.7069
282,62,40,62.2890,6.1665
283,32,31,32.0348,-0.8054
283,51,58,51.3401,19.6518
283,20,41,20.1851,7.0634
284,19,31,19.3834,-1.0220
285,19,11,19.2656,-15.8728
285,28,6,28.2671,-19.7977
285,31,14,31.8607,-13.7934
286,67,22,67.9688,-7.8376
287,55,52,55.2047,15.4166
287,29,15,29.5018,-12.9047
288,8,21,8.5797,-8.2088
288,53,38,53.5603,4.6277
288,29,34,29.1303,1.4124
289,13,47,13.2289,11.1245
290,55,33,55.1713,0.4727
291,61,41,61.5472,7.1932
291,35,27,35.6907,-4.1022
291,80,53,80.7799,16.1741
292,64,41,64.1468,6.5876
292,37,24,37.7026,-6.2828
292,78,32,78.9498,-0.1809
293,25,55,25.2192,17.5925
293,84,44,84.3506,9.2065
293,63,44,63.5412,8.8707
294,81,56,81.9809,18.3033
294,39,51,39.7659,14.5446
295,46,50,46.8960,13.8574
296,34,12,34.9473,-14.8907
296,54,43,54.3855,8.1563
296,33,37,33.9446,3.5559
297,24,24,24.7851,-5.8912
298,77,34,77.1513,1.4507
298,84,7,84.8154,-19.3719
299,13,22,13.3839,-7.6287
300,15,44,15.1708,8.7717
301,83,35,83.3849,1.9681
302,18,32,18.6712,0.3715
302,65,48,65.0643,12.5451
302,41,14,41.5008,-13.9752
303,49,54,49.1809,16.3933
304,21,30,21.4584,-1.6091
305,54,45,54.1683,9.8048
306,21,46,21.8816,10.6664
307,39,39,39.5241,5.5627
307,21,51,21.1102,14.7831
308,89,31,89.1062,-0.8069
308,10,48,10.0725,11.9417
308,27,13,27.7570,-14.6751
309,83,35,83.5689,2.5402
309,16,10,16.3690,-16.8256
309,87,34,87.2245,1.8438
310,35,22,35.0304,-7.5382
311,41,41,41.7245,6.6771
312,11,22,11.9998,-7.3486
313,24,31,24.1471,-0.8963
313,56,53,56.6148,15.6630
314,81,47,81.4517,11.4918
315,10,30,10.2710,-1.7076
315,27,26,27.0387,-4.3818
316,9,56,9.5011,18.0127
316,88,14,88.1452,-13.3289
316,76,15,76.3319,-13.1672
317,22,51,22.1416,14.5653
318,16,58,16.3875,19.8916
319,84,33,84.4130,1.0369
319,30,40,30.9183,6.0273
320,27,23,27.1486,-6.9130
320,89,12,89.6881,-15.2512
320,44,6,44.8537,-19.7578
321,63,58,63.6838,19.6326
321,61,26,61.1140,-4.5460
322,59,26,59.9872,-4.3029
323,89,6,89.2940,-19.8159
323,71,6,71.6684,-19.5928
324,33,24,33.3711,-5.9181
324,71,32,71.0973,-0.0379
324,51,37,51.2808,4.1358
325,31,50,31.8745,13.7583
326,15,33,15.1268,0.7628
326,5,58,5.2658,19.4316
327,27,19,27.1908,-9.7518
327,19,17,19.1840,-11.6601
328,36,19,36.5205,-9.7198
328,10,41,10.5055,6.7501
329,20,33,20.5247,1.0972
330,62,46,62.1642,10.5310
330,15,31,15.4917,-0.7313
331,75,36,75.2546,2.9516
331,65,6,65.6117,-19.7078
332,8,9,8.2102,-17.1629
332,83,21,83.8777,-8.4239
333,10,53,10.2402,15.7702
333,39,11,39.4915,-16.3507
334,10,47,10.0456,11.6105
335,72,52,72.5149,15.4746
336,42,17,42.5652,-11.2826
336,14,17,14.5954,-11.7542
336,28,40,28.7415,6.2741
337,88,48,88.3261,12.4785
337,20,48,20.3040,12.3137
337,26,18,26.1725,-10.5135
338,35,26,35.4863,-4.9313
339,73,44,73.8569,9.3891
339,62,50,62.0042,13.6474
339,14,15,14.0250,-12.8328
340,37,44,37.0026,9.0021
340,87,18,87.3270,-10.8942
340,74,17,74.0999,-11.2650
341,25,9,25.1967,-17.5812
341,54,19,54.1193,-9.6256
341,69,37,69.2172,4.1665
342,26,23,26.0461,-7.0934
342,65,42,65.4944,7.8739
343,63,10,63.2027,-16.8025
343,43,7,43.0775,-19.3384
343,53,56,53.1780,18.5604
344,11,10,11.3275,-16.5258
344,55,48,55.8711,11.8339
344,85,18,85.7606,-10.8586
345,48,54,48.9977,17.0851
345,79,23,79.4612,-7.1956
346,18,41,18.0883,7.1471
347,32,7,32.4195,-18.9085
347,14,19,14.4918,-9.7664
348,53,37,53.1134,3.4410
348,42,34,42.3712,1.6562
349,45,20,45.7870,-8.8544
350,56,56,56.0674,18.1180
351,18,39,18.1174,4.9829
352,35,46,35.7741,10.9075
353,59,46,59.7888,10.8609
353,75,10,75.6649,-17.0520
353,31,54,31.0096,16.9991
354,56,27,56.4941,-3.4805
355,76,8,76.8665,-18.2887
356,31,16,31.6322,-11.8034
356,82,20,82.1901,-9.3270
356,63,38,63.9269,4.7587
357,79,55,79.8870,17.3936
357,12,57,12.0200,18.8086
358,83,19,83.6007,-9.9103
358,51,58,51.1674,19.8677
359,15,34,15.4267,1.5529
359,8,29,8.7197,-2.3116
359,47,17,47.3034,-11.4221
360,56,10,56.2543,-16.7106
360,62,19,62.6046,-9.9916
360,37,30,37.7891,-1.8999
361,24,23,24.9071,-6.5654
361,69,18,69.8692,-10.7983
362,46,57,46.2085,19.3483
362,10,41,10.8579,6.9874
362,80,40,80.3010,6.2413
363,75,56,75.3580,17.9621
363,37,57,37.6742,19.0192
364,22,41,22.7312,7.2283
364,67,37,67.6089,3.9992
365,69,38,69.9574,4.6981
365,12,43,12.2500,8.5964
366,15,25,15.9365,-5.2897
367,81,31,81.4760,-0.8376
368,43,41,43.3369,6.8180
369,84,18,84.6604,-11.0102
370,83,36,83.6673,2.7834
370,26,7,26.2070,-19.2800
370,88,25,88.4826,-5.5380
371,9,57,9.9637,19.3161
372,26,21,26.8926,-8.7298
372,16,9,16.5578,-17.2433
373,69,33,69.4696,0.4546
374,67,55,67.9675,17.7259
374,89,42,89.2858,7.5816
375,46,55,46.1554,17.5534
376,39,31,39.8622,-0.7961
377,58,37,58.2660,4.1754
378,60,57,60.1376,19.2063
378,14,14,14.3143,-13.9574
378,8,52,8.3678,15.2872
379,61,8,61.3579,-18.0987
380,55,17,55.5825,-11.5383
380,71,47,71.1651,11.2190
381,66,35,66.6815,2.1248
381,43,40,43.8223,5.9838
382,73,8,73.9020,-18.4093
382,57,19,57.6999,-10.0814
383,33,48,33.2920,11.9652
383,21,6,21.3634,-19.7824
384,24,19,24.5125,-10.1926
385,33,19,33.8436,-9.8065
385,33,30,33.9520,-1.7680
385,35,42,35.7554,7.3277
386,61,27,61.3584,-3.8641
387,18,26,18.7280,-4.7191
387,23,15,23.5852,-12.9950
388,38,27,38.9811,-3.9226
388,71,43,71.8386,8.4239
388,15,43,15.8277,8.2382
389,80,17,80.4632,-11.5139
389,34,51,34.5908,14.0888
390,31,38,31.8700,4.2808
390,78,37,78.5890,4.1219
391,89,46,89.9363,10.3129
391,63,42,63.8874,7.8352
392,17,47,17.1265,11.3147
393,30,21,30.1403,-8.3982
393,53,45,53.2656,10.0563
394,11,53,11.0663,16.2898
394,75,43,75.8099,8.5502
394,19,14,19.8318,-13.3577
395,30,58,30.0733,19.9561
396,37,11,37.1420,-16.0346
396,81,29,81.0990,-2.4778
396,82,39,82.0335,5.4134
397,49,28,49.7928,-3.2252
397,31,26,31.0139,-4.6762
398,57,18,57.8900,-10.6986
398,53,38,53.5078,4.6657
398,16,45,16.8169,10.1992
399,87,11,87.0501,-15.7203
399,12,35,12.9607,2.5491
400,37,44,37.0740,8.8937
400,37,39,37.8065,5.4483
400,15,38,15.5245,4.6926
401,52,31,52.3710,-0.8240
401,65,42,65.1421,7.8712
401,28,54,28.0396,16.6463
402,64,31,64.5151,-1.1206
402,73,10,73.7414,-16.6617
402,70,12,70.7336,-15.2559
403,13,17,13.5196,-11.0975
403,17,7,17.8646,-19.0487
404,66,20,66.7096,-9.1283
404,14,41,14.7924,7.1689
405,77,51,77.4956,14.6976
406,56,31,56.2538,-0.5195
406,57,48,57.2270,11.9672
406,26,14,26.7214,-13.4057
407,11,29,11.0866,-2.4445
407,47,24,47.2585,-5.9009
407,20,46,20.6799,10.5516
408,78,9,78.2869,-17.1940
408,66,18,66.0771,-10.9434
409,66,32,66.8021,0.1040
409,73,8,73.9589,-17.9580
409,60,25,60.1846,-5.0047
410,65,41,65.8485,6.7844
410,15,54,15.8651,17.0922
411,8,26,8.9411,-4.3511
411,62,41,62.8612,7.0996
412,46,55,46.9802,17.5576
412,9,19,9.8784,-10.1465
413,81,10,81.0333,-16.7729
413,44,56,44.0008,18.4760
413,83,56,83.8120,18.5608
414,55,50,55.3622,14.0514
414,20,15,20.8684,-12.6866
415,8,30,8.1295,-1.4333
416,56,11,56.0366,-16.2512
416,21,22,21.1175,-7.4518
416,42,8,42.6866,-18.0947
417,34,43,34.2150,8.2463
417,6,8,6.9013,-17.9687
418,35,33,35.1568,0.9184
419,33,41,33.3584,6.6233
420,87,50,87.7938,13.3682
420,8,9,8.7284,-17.7268
421,50,18,50.5802,-10.6496
421,55,34,55.2500,1.2967
421,39,35,39.0200,2.4777
422,58,39,58.6166,5.4115
422,9,12,9.2386,-15.5379
422,34,8,34.1322,-17.8835
423,22,43,22.6087,8.4965
424,63,21,63.0428,-8.4836
425,30,44,30.7002,8.8743
426,87,18,87.0078,-10.7177
426,84,33,84.9612,0.7252
427,11,46,11.3365,10.3135
427,24,37,24.1648,3.9814
428,30,16,30.6628,-12.5282
429,45,44,45.8926,8.9719
429,65,35,65.3916,1.9935
430,54,39,54.8346,5.1409
431,69,10,69.5980,-17.0073
432,34,9,34.9280,-17.3483
433,8,54,8.4392,17.0286
